1775107922|ADD_BOOK|Added book: The Adventures of Sherlock Holmes
1775107922|ADD_BOOK|Added book: The Odyssey
1775107922|ADD_BOOK|Added book: Beowulf
1775107922|ADD_BOOK|Added book: Robinson Crusoe
1775107922|ADD_BOOK|Added book: The Invisible Man
1775107922|ADD_BOOK|Added book: Dr. Jekyll and Mr. Hyde
1775107922|ADD_BOOK|Added book: Robinson Crusoe
1775107922|ADD_BOOK|Added book: A Christmas Carol
1775107922|ADD_BOOK|Added book: Bleak House
1775107922|ADD_BOOK|Added book: Jo's Boys
1775107922|ADD_BOOK|Added book: Black Beauty
1775107922|ADD_BOOK|Added book: The Secret Garden
1775107923|ADD_BOOK|Added book: The Boy Who Harnessed the Wind
1775107923|ADD_BOOK|Added book: Thinking, Fast and Slow
1775107923|ADD_BOOK|Added book: Atomic Habits
1775107923|ADD_BOOK|Added book: Good to Great
1775107923|ADD_BOOK|Added book: Deep Work
1775107923|ADD_BOOK|Added book: Mindset
1775107923|ADD_BOOK|Added book: The Brothers Karamazov
1775107923|ADD_BOOK|Added book: Anna Karenina
1775107923|ADD_BOOK|Added book: The Stranger
1775107923|ADD_BOOK|Added book: The Handmaid's Tale
1775107923|ADD_BOOK|Added book: The Marvelous Adventures of Catullus Kelly
1775107923|ADD_BOOK|Added book: Catch-22
1775107923|ADD_BOOK|Added book: The Bell Jar
1775107924|ADD_BOOK|Added book: Lolita
1775107924|ADD_BOOK|Added book: Fight Club
1775109858|DELETE_MEMBER|Deleted member with phone: 9876543210
1775110656|ADD_MEMBER|Added member: Satya Prakash
1775110660|ADD_MEMBER|Added member: Priya Singh
1775111088|DELETE_MEMBER|Deleted member with phone: 9999666655
1775111116|ADD_MEMBER|Added member: satyam
1775111725|ISSUE_BOOK|Book 1001 issued to member ZXPN
1775111981|RETURN_BOOK|Book 1001 returned by member ZXPN
